,BedNumber,BathNumber,HouseSize,LotSize,ZipCode,Price
1851,3.0,2.0,1370.0,12658.5,"Los Angeles, CA 90006",740000.0
1852,3.0,2.0,980.0,4755.0,"Los Angeles, CA 90001",599000.0
1853,3.0,2.5,1711.0,87736.49999999999,"North Hollywood, CA 91605",750000.0
1854,7.0,,2541.0,5993.0,"Los Angeles, CA 90059",680000.0
1855,5.0,3.0,2671.0,5602.0,"Chatsworth, CA 91311",849900.0
1856,5.0,7.0,4029.0,6589.0,"Porter Ranch, CA 91326",2300000.0
1857,3.0,2.0,1789.0,6943.0,"Los Angeles, CA 90063",739000.0
1858,6.0,5.0,1896.0,6750.0,"Sylmar, CA 91342",899950.0
1859,2.0,3.0,716.0,3992.0,"Los Angeles, CA 90061",465000.0
1860,3.0,1.0,1294.0,6014.0,"Panorama City, CA 91402",625000.0
1861,2.0,2.0,1606.0,19642.5,"Los Angeles, CA 90069",1299000.0
1862,3.0,3.0,1526.0,7789.0,"Panorama City, CA 91402",699999.0
1863,2.0,2.0,1000.0,35356.5,"Playa Vista, CA 90094",799000.0
1864,4.0,2.0,2241.0,5350.0,"San Pedro, CA 90731",849900.0
1865,2.0,2.0,1097.0,223488.0,"Los Angeles, CA 90067",1149000.0
1866,3.0,2.0,1755.0,7198.0,"Northridge, CA 91324",849000.0
1867,5.0,4.0,1685.0,7499.0,"Canoga Park, CA 91303",949999.0
1868,6.0,6.5,6400.0,13968.0,"Los Angeles, CA 90049",8795000.0
1869,3.0,2.0,1334.0,6508.0,"Lake Balboa, CA 91406",750000.0
1870,3.0,2.5,1202.0,3981.0,"Venice, CA 90291",1775000.0
1871,5.0,3.0,1963.0,5200.0,"Los Angeles, CA 90016",1150000.0
1872,4.0,4.0,2148.0,4064.0,"Los Angeles, CA 90027",2299000.0
1873,4.0,4.0,2693.0,10476.0,"Los Angeles, CA 90065",1325000.0
1874,2.0,1.0,1456.0,7209.0,"Pacific Palisades, CA 90272",3365000.0
1875,4.0,4.5,4054.0,6896.0,"Los Angeles, CA 90046",4095000.0
1876,3.0,2.5,2062.0,2056.0,"Los Angeles, CA 90026",1499000.0
1877,2.0,3.0,1932.0,2849.0,"Venice, CA 90291",2995000.0
1878,4.0,3.5,3378.0,13531.5,"Sherman Oaks, CA 91403",3375000.0
1879,6.0,4.0,4687.0,6251.0,"Los Angeles, CA 90048",2575000.0
1880,4.0,6.0,,12222.000000000002,"Los Angeles, CA 90069",5995000.0
1881,3.0,2.5,3498.0,20515.5,"Encino, CA 91436",2489000.0
1882,3.0,2.5,1801.0,6200.0,"Lake Balboa, CA 91406",979777.0
1883,5.0,5.0,4878.0,9043.0,"Los Angeles, CA 90027",6795000.0
1884,4.0,3.5,3146.0,18333.0,"Los Angeles, CA 90049",4995000.0
1885,3.0,3.5,2346.0,1302.0,"Los Angeles, CA 90038",1649000.0
1886,2.0,3.0,1875.0,23134.5,"Los Angeles, CA 90049",1150000.0
1887,2.0,2.5,1860.0,123093.0,"Marina del Rey, CA 90292",1525000.0
1888,4.0,2.0,1399.0,7502.0,"West Hills, CA 91307",1399000.0
1889,3.0,2.5,2121.0,6517.0,"Culver City, CA 90066",1850000.0
1890,3.0,2.0,1540.0,,"Sylmar, CA 91342",158000.0
1891,6.0,7.0,8122.0,44523.0,"Los Angeles, CA 90077",26000000.0
1892,,1.0,710.0,,"Los Angeles, CA 90012",515000.0
1893,2.0,1.0,408.0,2722.0,"Los Angeles, CA 90044",475000.0
1894,1.0,1.0,1110.0,31864.5,"Los Angeles, CA 90021",795000.0
1895,2.0,2.5,1560.0,108252.0,"Playa Vista, CA 90094",1099000.0
1896,2.0,2.5,3039.0,703201.5,"Los Angeles, CA 90049",1599000.0
1897,4.0,3.0,3686.0,30554.999999999996,"Granada Hills, CA 91344",1600000.0
1898,2.0,2.5,1582.0,139680.0,"Marina del Rey, CA 90292",1100000.0
1899,3.0,3.5,2820.0,3186.0,"Woodland Hills, CA 91367",1099000.0
1900,3.0,3.0,2084.0,5793.0,"Venice, CA 90291",1799000.0
1901,5.0,7.0,7603.0,5040.0,"Marina del Rey, CA 90292",15995000.0
1902,3.0,2.0,1368.0,323883.0,"Northridge, CA 91325",519900.0
1903,6.0,4.0,2644.0,6297.0,"Los Angeles, CA 90032",800000.0
1904,3.0,2.0,784.0,5101.0,"Los Angeles, CA 90011",699000.0
1905,2.0,2.0,949.0,157576.5,"Woodland Hills, CA 91367",499900.0
1906,4.0,3.0,2786.0,7860.0,"Los Angeles, CA 90008",1799000.0
1907,3.0,2.0,1076.0,5500.0,"Harbor City, CA 90710",699900.0
1908,6.0,6.5,10654.0,16150.5,"Pacific Palisades, CA 90272",17495000.0
1909,3.0,2.5,3028.0,6380.0,"Valley Glen, CA 91606",1250000.0
1910,3.0,2.5,1905.0,4508.0,"Los Angeles, CA 90034",1399000.0
1911,4.0,2.5,2767.0,9296.0,"Encino, CA 91436",1890000.0
1912,2.0,2.0,1170.0,,"Los Angeles, CA 90046",699000.0
1913,,,2687.0,16150.5,"Granada Hills, CA 91344",1199500.0
1914,3.0,2.0,1262.0,6809.0,"Tujunga, CA 91042",980000.0
1915,5.0,3.0,1808.0,6009.0,"Los Angeles, CA 90033",890000.0
1916,5.0,6.0,6309.0,10476.0,"Los Angeles, CA 90069",6798000.0
1917,2.0,2.0,1387.0,5053.0,"Los Angeles, CA 90019",1249000.0
1918,1.0,1.0,753.0,162814.5,"Playa Del Rey, CA 90293",575000.0
1919,,,5676.0,7980.0,"Los Angeles, CA 90019",2699000.0
1920,3.0,2.5,1866.0,7524.0,"Los Angeles, CA 90031",1199000.0
1921,4.0,5.0,4689.0,5972.0,"Los Angeles, CA 90069",3299995.0
1922,7.0,3.5,3276.0,7050.0,"Los Angeles, CA 90004",1600000.0
1923,4.0,2.0,2012.0,6000.0,"Los Angeles, CA 90019",1749000.0
1924,3.0,3.5,2834.0,5588.0,"Los Angeles, CA 90068",3200000.0
1925,3.0,2.0,1390.0,6042.0,"Los Angeles, CA 90045",1350000.0
1926,4.0,4.0,3640.0,4000.0,"Venice, CA 90291",4199000.0
1927,2.0,2.5,2101.0,84681.0,"Los Angeles, CA 90049",1450000.0
1928,2.0,2.5,2298.0,43213.5,"Los Angeles, CA 90024",1299000.0
1929,2.0,3.0,3518.0,23571.0,"Los Angeles, CA 90049",2499999.0
1930,3.0,3.5,1897.0,,"Los Angeles, CA 90026",1349000.0
1931,2.0,3.0,1638.0,13095.0,"Los Angeles, CA 90024",1195000.0
1932,4.0,3.0,1736.0,5159.0,"Los Angeles, CA 90002",495000.0
1933,6.0,6.5,6151.0,55435.5,"Los Angeles, CA 90049",16500000.0
1934,2.0,2.5,1070.0,174600.0,"Tarzana, CA 91356",425000.0
1935,2.0,2.0,1056.0,5000.0,"San Pedro, CA 90731",795000.0
1936,3.0,2.0,1246.0,7510.0,"Mission Hills, CA 91345",675000.0
1937,5.0,2.0,1722.0,7920.0,"Canoga Park, CA 91304",717000.0
1938,1.0,1.0,790.0,75078.0,"Los Angeles, CA 90015",545000.0
1939,5.0,8.0,5691.0,19206.0,"Beverly Hills, CA 90210",8795000.0
1940,2.0,3.0,1888.0,2370.0,"Los Angeles, CA 90068",1159000.0
1941,2.0,2.0,728.0,6647.0,"Los Angeles, CA 90046",899500.0
1942,2.0,2.0,990.0,69403.5,"Los Angeles, CA 90039",599990.0
1943,2.0,1.0,876.0,3292.0,"Los Angeles, CA 90032",759900.0
1944,2.0,2.5,1491.0,5303.0,"Los Angeles, CA 90068",1275000.0
1945,3.0,2.0,962.0,6647.0,"Los Angeles, CA 90046",899500.0
1946,4.0,2.0,,3562.0,"Los Angeles, CA 90011",700000.0
1947,3.0,1.0,1558.0,6751.0,"Reseda, CA 91335",819000.0
1948,9.0,,4160.0,4477.0,"Los Angeles, CA 90037",849000.0
1949,4.0,2.0,1347.0,5402.0,"Sylmar, CA 91342",699000.0
1950,8.0,6.0,5638.0,10039.5,"Los Angeles, CA 90028",2075000.0
1951,5.0,6.0,6510.0,7048.0,"Los Angeles, CA 90077",8748000.0
1952,5.0,3.0,1692.0,4800.0,,825000.0
1953,5.0,4.5,8981.0,27063.0,"Pacific Palisades, CA 90272",15500000.0
1954,5.0,5.5,4189.0,7941.0,"Los Angeles, CA 90069",4999999.0
1955,4.0,3.5,1977.0,917.0,"San Pedro, CA 90731",1012305.0
1956,3.0,3.5,1731.0,780.0,"San Pedro, CA 90731",932805.0
1957,3.0,2.5,1511.0,7874.0,"Tarzana, CA 91335",939999.0
1958,4.0,3.5,1800.0,819.0,"San Pedro, CA 90731",971595.0
1959,5.0,3.5,2399.0,5227.0,,1275000.0
1960,3.0,2.5,1800.0,780.0,"San Pedro, CA 90731",955375.0
1961,3.0,2.5,1850.0,30991.5,"Los Angeles, CA 90010",1100000.0
1962,1.0,1.0,699.0,107379.0,"Playa Del Rey, CA 90293",590000.0
1963,8.0,7.0,6333.0,27499.5,"Encino, CA 91316",3999500.0
1964,6.0,5.0,3647.0,5532.0,"Los Angeles, CA 90068",2798000.0
1965,5.0,3.0,2922.0,6138.0,,2375000.0
1966,4.0,2.0,1820.0,19206.0,"Sylmar, CA 91342",1200000.0
1967,2.0,2.0,1331.0,36229.5,"Los Angeles, CA 90049",1175000.0
1968,3.0,3.5,2059.0,48015.00000000001,"Los Angeles, CA 90049",1695000.0
1969,8.0,8.0,4141.0,4000.0,"Venice, CA 90291",4795000.0
1970,2.0,3.0,1595.0,,"Marina del Rey, CA 90292",1990000.0
1971,2.0,2.5,1849.0,23571.0,"Los Angeles, CA 90025",1249000.0
1972,2.0,3.5,3155.0,93411.0,"Los Angeles, CA 90024",2095000.0
1973,3.0,2.5,1837.0,9143.0,"Los Angeles, CA 90025",1238000.0
1974,2.0,1.0,1012.0,2852.0,"Los Angeles, CA 90001",399000.0
1975,3.0,1.0,1556.0,4966.0,"Los Angeles, CA 90018",799000.0
1976,4.0,3.0,2342.0,8303.0,"Northridge, CA 91343",899000.0
1977,3.0,1.0,912.0,5189.0,"Los Angeles, CA 90022",495000.0
1978,2.0,2.5,1107.0,325192.5,"San Pedro, CA 90732",485000.0
1979,2.0,1.0,1011.0,5324.0,"Los Angeles, CA 90003",515000.0
1980,2.0,1.0,1086.0,5199.0,"Van Nuys, CA 91401",760000.0
1981,5.0,6.0,4401.0,8055.0,"North Hollywood, CA 91606",2189000.0
1982,7.0,4.0,2184.0,5727.0,"Los Angeles, CA 90044",775000.0
1983,3.0,2.0,1221.0,9070.0,"Los Angeles, CA 90027",649999.0
1984,2.0,2.0,1534.0,6747.0,"Pacific Palisades, CA 90272",2699500.0
1985,3.0,3.0,2634.0,8577.0,"Beverly Hills, CA 90210",2195000.0
1986,1.0,1.0,566.0,73768.5,"Los Angeles, CA 90020",399000.0
1987,3.0,3.0,2172.0,5097.0,"Los Angeles, CA 90001",849000.0
1988,3.0,2.0,1536.0,2550.0,"Venice, CA 90291",1799000.0
1989,3.0,4.0,2730.0,50634.0,"Los Angeles, CA 90045",1650000.0
1990,2.0,2.0,824.0,2609.0,"Los Angeles, CA 90012",675000.0
1991,3.0,3.0,1950.0,5520.0,"Woodland Hills, CA 91364",899000.0
1992,2.0,2.0,803.0,6750.0,,799900.0
1993,3.0,2.0,1501.0,5201.0,"Winnetka, CA 91306",834900.0
1994,2.0,2.0,1974.0,178092.0,"Los Angeles, CA 90067",2025000.0
1995,4.0,3.5,4301.0,7919.0,"Los Angeles, CA 90027",2150000.0
1996,4.0,4.0,3450.0,8708.0,"Los Angeles, CA 90069",4695000.0
1997,6.0,3.0,2614.0,9042.0,"Highland Park, CA 90042",1199000.0
1998,2.0,2.0,1356.0,21825.0,"Los Angeles, CA 90015",1799000.0
1999,3.0,1.5,1660.0,6429.0,"San Pedro, CA 90731",875000.0
2000,3.0,2.0,1359.0,3829.0,"Venice, CA 90291",1899000.0
2001,2.0,2.0,1048.0,177218.99999999997,"Playa Del Rey, CA 90293",640000.0
2002,2.0,1.5,1306.0,6186.0,"North Hollywood, CA 91602",999000.0
2003,3.0,2.0,1472.0,7500.0,"Los Angeles, CA 90031",850000.0
2004,6.0,5.0,2902.0,4909.0,"Los Angeles, CA 90007",1800000.0
2005,4.0,4.0,2058.0,6403.0,,1075000.0
2006,4.0,3.0,1292.0,5201.0,"Los Angeles, CA 90047",799500.0
2007,3.0,4.0,,5401.0,"Venice, CA 90291",9250000.0
2008,4.0,4.5,3234.0,6752.0,"Studio City, CA 91604",2895000.0
2009,3.0,3.0,1558.0,6151.0,"Los Angeles, CA 90230",1599000.0
2010,8.0,8.0,5350.0,4199.0,"Los Angeles, CA 90029",1875000.0
2011,3.0,3.5,2628.0,9553.0,"Venice, CA 90291",2995000.0
2012,5.0,5.0,4244.0,9900.0,"Toluca Lake, CA 91602",2399000.0
2013,4.0,3.0,2275.0,5950.0,"Los Angeles, CA 90064",1995000.0
2014,2.0,2.5,1735.0,13095.0,"Los Angeles, CA 90025",995000.0
2015,6.0,5.0,3832.0,5415.0,"Los Angeles, CA 90064",1999000.0
2016,4.0,2.0,2150.0,5862.0,"Los Angeles, CA 90033",647000.0
2017,4.0,2.0,1994.0,5994.0,"Los Angeles, CA 90043",750000.0
2018,1.0,1.0,780.0,76387.5,"Los Angeles, CA 90013",429000.0
2019,4.0,2.0,1974.0,6634.0,"North Hollywood, CA 91605",689000.0
2020,4.0,3.0,1795.0,5845.0,"Pacoima, CA 91331",709900.0
2021,3.0,1.0,1026.0,4201.0,"Los Angeles, CA 90037",539000.0
2022,4.0,3.0,2044.0,5499.0,"Sun Valley, CA 91352",759000.0
2023,2.0,2.0,1160.0,69403.5,"Los Angeles, CA 90031",499900.0
2024,2.0,1.0,1080.0,6256.0,"Los Angeles, CA 90029",1198000.0
2025,2.0,2.0,1070.0,24007.500000000004,"Sherman Oaks, CA 91423",525000.0
2026,4.0,3.5,2388.0,5204.0,"West Hills, CA 91307",979000.0
2027,3.0,3.5,2495.0,11349.0,"Los Angeles, CA 90046",2200000.0
2028,2.0,2.0,1000.0,2500.0,"Venice, CA 90291",1695000.0
2029,3.0,2.0,1375.0,4474.0,"Los Angeles, CA 90019",1199000.0
2030,3.0,3.0,1671.0,15714.0,"Sherman Oaks, CA 91411",860000.0
2031,4.0,4.5,,6351.0,"Santa Monica, CA 90402",7995000.0
2032,4.0,2.5,2170.0,4892.0,"Lake Balboa, CA 91406",1025000.0
2033,2.0,2.0,1092.0,65475.0,"Los Angeles, CA 90068",629000.0
2034,2.0,2.0,1201.0,13531.5,"West Los Angeles, CA 90025",799000.0
2035,4.0,3.5,3143.0,8451.0,"Los Angeles, CA 90019",2795000.0
2036,3.0,4.0,4500.0,5001.0,"Playa Del Rey, CA 90293",4500000.0
2037,4.0,4.5,4122.0,6299.0,"Los Angeles, CA 90036",3649000.0
2038,5.0,5.5,5902.0,7113.0,"Sherman Oaks, CA 91423",3175000.0
2039,2.0,2.0,1520.0,31864.5,"Studio City, CA 91604",955000.0
2040,3.0,2.5,2703.0,7601.0,"Los Angeles, CA 90068",1895000.0
2041,5.0,3.0,3234.0,8699.0,"Los Angeles, CA 90046",3650000.0
2042,3.0,3.0,2779.0,5140.0,"Los Angeles, CA 90027",3495000.0
2043,4.0,3.5,4462.0,11785.5,"Los Angeles, CA 90069",5000000.0
2044,3.0,2.5,1689.0,11785.5,"Los Angeles, CA 90025",949000.0
2045,3.0,4.5,2384.0,1500.0,"Los Angeles, CA 90012",1350000.0
2046,2.0,2.0,1589.0,15714.0,"West Hollywood, CA 90046",2400000.0
2047,7.0,7.0,5163.0,7055.0,,3900000.0
2048,,,7828.0,5000.0,"Los Angeles, CA 90004",4895000.0
2049,6.0,4.5,5573.0,26626.5,"Toluca Lake, CA 91602",4495000.0
2050,3.0,4.5,2362.0,1500.0,"Los Angeles, CA 90012",1445000.0
2051,5.0,4.0,3229.0,5197.0,"Pacific Palisades, CA 90272",4250000.0
2052,3.0,4.5,2375.0,1500.0,"Los Angeles, CA 90012",1475000.0
2053,3.0,4.5,2375.0,1500.0,"Los Angeles, CA 90012",1545000.0
2054,3.0,4.5,2756.0,1500.0,"Los Angeles, CA 90012",1695000.0
2055,3.0,4.5,2756.0,1500.0,"Los Angeles, CA 90012",1695000.0
2056,4.0,4.5,2362.0,1500.0,"Los Angeles, CA 90012",1445000.0
2057,12.0,15.0,6694.0,6077.0,"Los Angeles, CA 90016",3000000.0
2058,4.0,4.0,2946.0,85990.5,"Granada Hills, CA 91344",1065000.0
2059,5.0,4.0,,5065.0,"Los Angeles, CA 90002",515000.0
2060,4.0,2.0,1540.0,4000.0,"Los Angeles, CA 90018",799000.0
2061,3.0,2.0,1595.0,5446.0,"Reseda, CA 91335",749900.0
2062,1.0,1.0,595.0,5177.0,"San Pedro, CA 90731",359000.0
2063,6.0,4.0,1772.0,5999.0,"Los Angeles, CA 90026",1165000.0
2064,3.0,2.0,1406.0,8254.0,"North Hollywood, CA 91602",1199900.0
2065,3.0,2.0,2115.0,11349.0,"Reseda, CA 91335",924999.0
2066,3.0,2.5,1640.0,16587.0,"San Pedro, CA 90731",659000.0
2067,8.0,4.0,2602.0,4291.0,"Los Angeles, CA 90018",1190000.0
2068,2.0,2.0,1164.0,13095.0,"Los Angeles, CA 90035",685000.0
2069,6.0,2.0,1812.0,2705.0,"Los Angeles, CA 90032",638000.0
2070,3.0,3.0,2338.0,15714.0,"Van Nuys, CA 91406",1367000.0
2071,3.0,1.5,1334.0,3750.0,"Pacific Palisades, CA 90272",2099999.0
2072,3.0,2.0,1293.0,9070.0,"Los Angeles, CA 90027",689000.0
2073,3.0,2.5,1391.0,6025.0,"Los Angeles, CA 90064",1699888.0
2074,3.0,2.0,1785.0,5280.0,"Los Angeles, CA 90027",1499000.0
2075,3.0,2.0,1657.0,6965.0,"Chatsworth, CA 91311",950000.0
2076,,,2029.0,10912.5,"Sylmar, CA 91342",950000.0
2077,3.0,2.5,2236.0,4206.0,"Los Angeles, CA 90031",1131400.0
2078,5.0,4.5,4129.0,15277.499999999998,"Woodland Hills, CA 91367",2495000.0
2079,3.0,2.0,1250.0,3321.0,"Pacoima, CA 91331",610000.0
2080,4.0,3.5,2876.0,10912.5,"Woodland Hills, CA 91367",1725000.0
2081,3.0,4.0,2220.0,3171.0,"Marina del Rey, CA 90292",2850000.0
2082,3.0,3.0,2538.0,10912.5,"Los Angeles, CA 90069",3495000.0
2083,4.0,7.0,5559.0,16587.0,"Los Angeles, CA 90049",9750000.0
2084,1.0,1.5,853.0,17896.5,"Los Angeles, CA 90024",649000.0
2085,4.0,3.0,2070.0,19206.0,"Woodland Hills, CA 91364",1297000.0
2086,4.0,4.0,3227.0,12658.5,"Los Angeles, CA 90069",3690000.0
2087,,,1470.0,5623.0,"Los Angeles, CA 90029",1500000.0
2088,4.0,2.0,940.0,4900.0,"Los Angeles, CA 90039",885000.0
2089,1.0,1.0,1000.0,93411.0,"Los Angeles, CA 90027",949000.0
2090,4.0,6.0,2930.0,3084.0,,2695000.0
2091,4.0,5.0,3721.0,8629.0,"Playa Del Rey, CA 90293",3695000.0
2092,2.0,2.0,1127.0,7344.0,"Venice, CA 90291",1175000.0
2093,4.0,2.5,2054.0,7366.0,"Valley Village, CA 91607",1890000.0
2094,4.0,4.5,3234.0,7642.0,"Sherman Oaks, CA 91423",2799000.0
2095,1.0,3.0,1910.0,196861.5,"Los Angeles, CA 90028",1499999.0
2096,2.0,2.5,1691.0,1385.0,"Los Angeles, CA 90028",1385000.0
2097,3.0,2.5,2020.0,34047.0,"Marina del Rey, CA 90292",1290000.0
2098,3.0,3.0,2635.0,37975.5,"Westwood Century City, CA 90024",2799000.0
2099,2.0,3.5,2025.0,1512.0,"Los Angeles, CA 90046",1289000.0
2100,3.0,2.5,1711.0,256662.0,"Woodland Hills, CA 91367",689000.0
2101,3.0,1.0,1509.0,5105.0,"North Hollywood, CA 91601",750000.0
2102,2.0,1.0,1082.0,4052.0,"Los Angeles, CA 90023",520000.0
2103,4.0,2.0,1628.0,7240.0,"Los Angeles, CA 90001",650000.0
2104,2.0,2.0,1940.0,873000.0,"San Pedro, CA 90732",699000.0
2105,3.0,1.0,1442.0,5628.0,"Los Angeles, CA 90062",675000.0
2106,4.0,2.5,2652.0,9997.0,"Los Angeles, CA 90018",1400000.0
2107,3.0,1.0,1612.0,3113.0,"Los Angeles, CA 90002",550000.0
2108,3.0,3.0,2232.0,12222.000000000002,"Beverly Hills, CA 90210",2499999.0
2109,2.0,1.0,1246.0,4805.0,"Los Angeles, CA 90032",699000.0
2110,3.0,2.0,1508.0,5401.0,"Los Angeles, CA 90003",550000.0
2111,4.0,4.0,2051.0,5201.0,"Los Angeles, CA 90044",699999.0
2112,1.0,1.0,813.0,15714.0,"Studio City, CA 91602",449000.0
2113,2.0,2.0,1149.0,56308.5,"Encino, CA 91316",479000.0
2114,2.0,2.0,1172.0,100831.5,"San Pedro, CA 90732",529000.0
2115,3.0,2.0,1392.0,6541.0,"Arleta, CA 91331",699000.0
2116,2.0,2.0,,,"San Pedro, CA 90732",729000.0
2117,3.0,2.0,1301.0,5460.0,"Los Angeles, CA 90008",1099000.0
2118,4.0,2.0,1479.0,8161.0,"Canoga Park, CA 91306",796312.0
2119,2.0,3.0,2126.0,222178.5,"Pacific Palisades, CA 90272",1395000.0
2120,4.0,3.0,2497.0,11785.5,"Woodland Hills, CA 91367",1399000.0
2121,3.0,2.0,1332.0,5253.0,"North Hollywood, CA 91601",925000.0
2122,3.0,2.0,1865.0,6750.0,"Sherman Oaks, CA 91401",1199000.0
2123,3.0,3.5,2820.0,3191.0,"Woodland Hills, CA 91367",1249000.0
2124,3.0,2.0,2092.0,5937.0,"Los Angeles, CA 90056",1695000.0
2125,,,6670.0,10039.5,"Los Angeles, CA 90044",2700000.0
2126,2.0,,1204.0,4951.0,"San Pedro, CA 90731",729000.0
2127,3.0,2.5,1916.0,1393.0,"Venice, CA 90291",1995000.0
2128,3.0,2.5,2022.0,8651.0,"Sherman Oaks, CA 91403",2095000.0
2129,5.0,4.5,3538.0,11349.0,"Studio City, CA 91604",3000000.0
2130,2.0,2.0,973.0,11785.5,"Los Angeles, CA 90025",900000.0
2131,3.0,2.0,1256.0,6609.0,"San Pedro, CA 90732",959900.0
2132,4.0,2.0,1752.0,10039.5,"North Hills, CA 91343",1090000.0
2133,5.0,5.5,4134.0,3276.0,"Venice, CA 90291",5995000.0
2134,1.0,1.0,686.0,162814.5,"Playa Del Rey, CA 90293",612000.0
2135,15.0,8.0,9811.0,12222.000000000002,"San Pedro, CA 90731",4400000.0
2136,2.0,2.5,1650.0,23571.0,"Los Angeles, CA 90048",1550000.0
2137,3.0,4.5,2762.0,5964.0,"Los Angeles, CA 90035",1699900.0
2138,2.0,2.5,2211.0,41467.5,"Los Angeles, CA 90024",1490000.0
2139,4.0,3.0,2613.0,3899.0,"Venice, CA 90291",3350000.0
2140,3.0,3.0,1746.0,13095.0,"Los Angeles, CA 90069",1799000.0
2141,26.0,26.0,15570.0,22261.5,"North Hollywood, CA 91605",4350000.0
2142,2.0,2.0,1700.0,6504.0,"Los Angeles, CA 90008",749000.0
2143,3.0,3.0,2012.0,57181.5,"Woodland Hills, CA 91367",669000.0
2144,3.0,2.5,1457.0,28372.5,"Los Angeles, CA 90019",699000.0
2145,5.0,2.0,1796.0,4887.0,"Los Angeles, CA 90062",599000.0
2146,,,,4482.0,"Los Angeles, CA 90002",315000.0
2147,4.0,3.0,3132.0,5998.0,"Los Angeles, CA 90016",1400000.0
2148,4.0,3.5,1944.0,20079.0,"Los Angeles, CA 90065",899000.0
2149,2.0,1.0,1196.0,5915.0,"Panorama City, CA 91402",619000.0
2150,2.0,3.0,1540.0,5928.0,"Los Angeles, CA 90044",675000.0
2151,,,25080.0,24444.000000000004,"Canoga Park, CA 91304",7000000.0
2152,5.0,2.0,1749.0,7414.0,"Gardena, CA 90248",789000.0
2153,3.0,2.5,2007.0,30991.5,"Los Angeles, CA 90025",1425000.0
2154,5.0,4.0,3000.0,30991.5,"Northridge, CA 91325",1700000.0
2155,,,3512.0,6800.0,"Los Angeles, CA 90018",1649000.0
2156,4.0,2.0,2140.0,8220.0,"Mission Hills, CA 91345",899000.0
2157,4.0,3.0,1995.0,8803.0,"Los Angeles, CA 90045",1099000.0
2158,1.0,1.0,573.0,93847.5,"Reseda, CA 91335",329900.0
2159,3.0,3.0,1300.0,20515.5,"North Hollywood, CA 91601",659900.0
2160,5.0,3.0,2032.0,7579.0,"Sylmar, CA 91342",795000.0
2161,2.0,1.0,895.0,21388.5,"Sherman Oaks, CA 91403",519000.0
2162,2.0,1.0,1158.0,5201.0,"Studio City, CA 91604",1450000.0
2163,3.0,2.0,786.0,8102.0,"Los Angeles, CA 90042",765000.0
2164,6.0,4.0,3904.0,6464.0,"Los Angeles, CA 90026",1095000.0
2165,4.0,2.0,1612.0,7153.0,"Los Angeles, CA 90045",1290000.0
2166,3.0,2.5,1355.0,3000.0,"Harbor City, CA 90710",649900.0
2167,1.0,1.0,840.0,21825.0,"Los Angeles, CA 90015",749950.0
2168,3.0,2.0,2084.0,3642.0,"Los Angeles, CA 90041",1095000.0
2169,4.0,4.5,4042.0,9750.0,"North Hollywood, CA 91601",1897000.0
2170,2.0,1.0,903.0,14404.5,"West Los Angeles, CA 90025",725000.0
2171,4.0,3.5,2414.0,8747.0,"Pacific Palisades, CA 90272",2895000.0
2172,7.0,8.0,6092.0,9470.0,"Los Angeles, CA 90004",3100000.0
2173,4.0,5.0,916.0,5624.0,"Los Angeles, CA 90022",730000.0
2174,3.0,3.0,2020.0,34920.0,"Highland Park, CA 90042",1045000.0
2175,4.0,3.0,2803.0,20079.0,"Woodland Hills, CA 91367",1995000.0
2176,3.0,2.5,3168.0,10476.0,"Los Angeles, CA 90039",2799000.0
2177,3.0,2.0,2884.0,2417.0,"Los Angeles, CA 90032",1000000.0
2178,4.0,3.0,1989.0,6896.0,"Sherman Oaks, CA 91423",1500000.0
2179,3.0,2.0,1457.0,5597.0,"Los Angeles, CA 90042",910000.0
2180,3.0,2.0,1538.0,5010.0,"Van Nuys, CA 91406",889999.0
2181,16.0,14.0,11197.0,10912.5,"Los Angeles, CA 90008",3500000.0
2182,3.0,3.5,3280.0,46269.0,"Los Angeles, CA 90024",5325000.0
2183,5.0,5.5,4630.0,,"Pacific Palisades, CA 90272",5090000.0
2184,,,5023.0,5023.0,"Los Angeles, CA 90011",819900.0
2185,2.0,1.0,1078.0,6745.0,"Los Angeles, CA 90002",499000.0
2186,2.0,1.0,1032.0,5400.0,"Los Angeles, CA 90003",470000.0
2187,3.0,1.0,1040.0,5398.0,"Los Angeles, CA 90022",535000.0
2188,2.0,3.0,1070.0,20079.0,"Los Angeles, CA 90028",615000.0
2189,2.0,2.0,968.0,3751.0,"San Pedro, CA 90731",509950.0
2190,3.0,1.0,1098.0,6425.0,"Los Angeles, CA 90061",599000.0
2191,7.0,4.0,2268.0,5229.0,"Los Angeles, CA 90062",980000.0
2192,4.0,3.0,2710.0,6543.0,"Los Angeles, CA 90029",1099999.0
2193,2.0,1.0,798.0,2864.0,"Venice, CA 90291",1349500.0
2194,6.0,6.0,2770.0,9777.0,,1399777.0
2195,2.0,2.0,1167.0,,"Granada Hills, CA 91344",519000.0
2196,2.0,1.0,754.0,6191.0,"Los Angeles, CA 90063",625000.0
2197,2.0,2.0,938.0,281979.0,"Tarzana, CA 91356",405000.0
2198,3.0,2.0,910.0,5134.0,"Los Angeles, CA 90032",749900.0
2199,3.0,2.0,1460.0,5009.0,"Lake Balboa, CA 91406",725000.0
2200,2.0,1.0,826.0,4386.0,"Los Angeles, CA 90029",849000.0
2201,3.0,2.0,1406.0,7972.0,"Winnetka, CA 91306",798000.0
