,BedNumber,BathNumber,HouseSize,LotSize,ZipCode,Price
4261,4.0,3.0,2243.0,8340.0,"Granada Hills, CA 91344",899900.0
4262,3.0,3.0,1838.0,7501.0,"Granada Hills, CA 91344",897500.0
4263,5.0,3.0,2529.0,10912.5,"Chatsworth, CA 91311",1499000.0
4264,2.0,1.0,1326.0,7128.0,"Los Angeles, CA 90027",1348888.0
4265,2.0,2.0,1697.0,37975.5,"Los Angeles, CA 90024",1375000.0
4266,4.0,2.0,1521.0,8771.0,"Sylmar, CA 91342",724990.0
4267,,,7143.0,5506.0,"Los Angeles, CA 90017",2800000.0
4268,3.0,3.5,3280.0,46269.0,"Los Angeles, CA 90024",3995000.0
4269,5.0,4.0,3487.0,10476.0,"Northridge, CA 91324",1399000.0
4270,2.0,1.5,1642.0,7291.0,"Los Angeles, CA 90032",949000.0
4271,7.0,3.0,1200.0,5000.0,"Los Angeles, CA 90063",679900.0
4272,2.0,1.0,1287.0,6830.0,"Sherman Oaks, CA 91401",869950.0
4273,3.0,2.0,1420.0,7497.0,"Chatsworth, CA 91311",799000.0
4274,3.0,2.0,2058.0,11349.0,"Woodland Hills, CA 91367",1195000.0
4275,3.0,2.0,1959.0,6504.0,"Los Angeles, CA 90048",2500000.0
4276,3.0,2.0,1699.0,8553.0,"North Hollywood, CA 91605",875000.0
4277,3.0,3.5,2588.0,207337.5,"Pacific Palisades, CA 90272",1895000.0
4278,3.0,2.0,1483.0,5649.0,"Lake Balboa, CA 91406",749000.0
4279,3.0,3.0,1795.0,7213.0,"Tujunga, CA 91042",925000.0
4280,3.0,2.0,1218.0,8380.0,"Sunland, CA 91040",800000.0
4281,4.0,2.0,1453.0,6699.0,"Lake Balboa, CA 91406",835000.0
4282,4.0,3.0,1650.0,6000.0,,979999.0
4283,3.0,2.5,1860.0,8820.0,"Los Angeles, CA 90025",1180000.0
4284,5.0,3.0,1919.0,5140.0,"Los Angeles, CA 90003",799999.0
4285,,1.0,480.0,40158.0,"West Hollywood, CA 90048",498000.0
4286,6.0,7.5,7490.0,13531.5,"Beverly Hills, CA 90210",9980000.0
4287,2.0,2.5,1360.0,23134.5,"Studio City, CA 91602",740000.0
4288,3.0,4.0,1966.0,19206.0,"Encino, CA 91436",985000.0
4289,2.0,2.5,1490.0,296820.0,"Porter Ranch, CA 91326",669000.0
4290,10.0,6.0,3560.0,10039.5,"Los Angeles, CA 90044",975000.0
4291,3.0,1.0,904.0,6500.0,"Los Angeles, CA 90059",499999.0
4292,1.0,1.0,750.0,52816.5,"Los Angeles, CA 90015",497000.0
4293,4.0,4.0,1770.0,3554.0,"Los Angeles, CA 90016",999000.0
4294,4.0,3.0,3121.0,9730.0,"Los Angeles, CA 90062",1100000.0
4295,3.0,3.0,2551.0,10912.5,"Granada Hills, CA 91344",1075000.0
4296,3.0,1.0,1082.0,6001.0,"Northridge, CA 91325",679000.0
4297,3.0,2.0,1224.0,5916.0,"Encino, CA 91436",998000.0
4298,6.0,4.0,2220.0,6617.0,"Los Angeles, CA 90007",949000.0
4299,3.0,2.0,1579.0,22698.0,"Sherman Oaks, CA 91403",749900.0
4300,6.0,5.0,3236.0,5344.0,"Studio City, CA 91602",1850000.0
4301,4.0,3.0,2304.0,6735.0,"Winnetka, CA 91306",1195000.0
4302,2.0,2.0,710.0,7998.0,"Los Angeles, CA 90026",770000.0
4303,2.0,2.5,1720.0,26626.5,"Los Angeles, CA 90024",1799900.0
4304,3.0,2.5,2629.0,8664.0,"Encino, CA 91436",2095000.0
4305,5.0,4.5,4200.0,14841.000000000002,"Encino, CA 91316",2598000.0
4306,4.0,3.0,2225.0,11349.0,"West Hills, CA 91304",899900.0
4307,5.0,3.0,1825.0,8509.0,"Reseda, CA 91335",999900.0
4308,4.0,3.0,1848.0,6438.0,"Los Angeles, CA 90019",1150000.0
4309,18.0,16.0,6473.0,6107.0,"Los Angeles, CA 90057",2995000.0
4310,4.0,3.0,2072.0,5689.0,"Silver Lakes, CA 90026",1198000.0
4311,4.0,3.0,1993.0,5750.0,"Los Angeles, CA 90066",1675000.0
4312,1.0,1.0,962.0,,"Los Angeles, CA 90067",1775000.0
4313,4.0,4.0,1986.0,6177.0,"Los Angeles, CA 90025",1995000.0
4314,5.0,3.0,2344.0,7558.0,"Los Angeles, CA 90026",1850000.0
4315,2.0,1.5,1148.0,6428.0,"San Pedro, CA 90731",815000.0
4316,3.0,3.0,2653.0,6248.0,"Woodland Hills, CA 91364",1489000.0
4317,3.0,2.5,1808.0,6000.0,"Lake Balboa, CA 91406",939000.0
4318,10.0,12.0,5033.0,6338.0,"Los Angeles, CA 90027",2650000.0
4319,3.0,3.0,1740.0,9866.0,"Woodland Hills, CA 91364",1100000.0
4320,3.0,2.0,1896.0,7159.0,"Woodland Hills, CA 91367",1195000.0
4321,4.0,2.5,2237.0,7799.0,"Valley Village, CA 91607",1473000.0
4322,6.0,5.5,4299.0,7037.0,"Los Angeles, CA 90036",3299000.0
4323,3.0,3.0,1800.0,7034.0,"Tujunga, CA 91042",1199000.0
4324,2.0,2.0,1393.0,53689.5,"Los Angeles, CA 90046",850000.0
4325,13.0,12.0,5568.0,10476.0,"Los Angeles, CA 90019",1900000.0
4326,2.0,1.0,640.0,,"Van Nuys, CA 91405",110000.0
4327,3.0,3.0,2513.0,7004.0,"San Pedro, CA 90732",974999.0
4328,2.0,1.0,1247.0,5075.0,,575000.0
4329,3.0,1.0,1459.0,6701.0,"Los Angeles, CA 90062",777000.0
4330,3.0,2.0,1272.0,6338.0,"Los Angeles, CA 90044",659000.0
4331,4.0,3.0,2529.0,6762.0,"Los Angeles, CA 90007",1070323.0
4332,,,,4630.0,"Los Angeles, CA 90065",250000.0
4333,4.0,3.0,1751.0,5517.0,"Los Angeles, CA 90003",549000.0
4334,3.0,2.0,1473.0,7713.0,"Winnetka, CA 91306",729000.0
4335,2.0,2.5,1129.0,,"Sylmar, CA 91342",444900.0
4336,1.0,1.0,872.0,5279.0,"Los Angeles, CA 90037",499888.0
4337,3.0,2.0,2320.0,6672.0,"Sherman Oaks, CA 91403",1459000.0
4338,2.0,3.0,2284.0,164124.0,"Pacific Palisades, CA 90272",1498000.0
4339,4.0,2.0,1512.0,5638.0,"Los Angeles, CA 90011",620000.0
4340,4.0,3.0,3570.0,20515.5,"Studio City, CA 91604",3199000.0
4341,4.0,3.5,2677.0,7803.0,"Encino, CA 91436",1549000.0
4342,3.0,2.0,2018.0,7380.0,"North Hills, CA 91343",839900.0
4343,2.0,1.0,733.0,167179.5,"Los Angeles, CA 90032",414000.0
4344,4.0,4.0,2854.0,14841.000000000002,"Tarzana, CA 91356",2490000.0
4345,1.0,1.0,703.0,33174.0,"Playa Del Rey, CA 90293",499000.0
4346,2.0,1.0,624.0,5026.0,"Sylmar, CA 91342",545000.0
4347,3.0,3.0,2562.0,13968.0,"Encino, CA 91436",2399900.0
4348,2.0,2.0,1053.0,223488.0,"Los Angeles, CA 90067",965000.0
4349,8.0,4.0,4550.0,7501.0,"San Pedro, CA 90732",1300000.0
4350,3.0,2.0,1842.0,8276.0,"Los Angeles, CA 90041",1199000.0
4351,2.0,1.0,780.0,5990.0,"San Pedro, CA 90731",575000.0
4352,4.0,2.5,1899.0,9501.0,"San Pedro, CA 90731",1000000.0
4353,3.0,2.0,1235.0,8446.0,"Reseda, CA 91335",764000.0
4354,2.0,1.0,1079.0,5073.0,"Silver Lakes, CA 90026",839000.0
4355,3.0,2.0,1370.0,8060.0,"Van Nuys, CA 91406",699950.0
4356,4.0,3.5,3236.0,8399.0,"Los Angeles, CA 90027",2759000.0
4357,3.0,2.0,1100.0,5901.0,"Highland Park, CA 90042",975000.0
4358,2.0,2.0,1073.0,52816.5,"Los Angeles, CA 90024",799000.0
4359,2.0,2.0,1887.0,16587.0,"Los Angeles, CA 90025",849000.0
4360,4.0,2.0,1504.0,7121.0,"Los Angeles, CA 90026",1080000.0
4361,,,,40594.5,"Sherman Oaks, CA 91423",1995000.0
4362,2.0,1.5,1144.0,6249.0,"Los Angeles, CA 90064",1789000.0
4363,3.0,2.0,1567.0,5279.0,"Los Angeles, CA 90066",1828000.0
4364,2.0,2.0,1788.0,8131.0,"Eagle Rock, CA 90041",1199000.0
4365,4.0,3.0,2740.0,5523.0,"Valley Village, CA 91607",1649000.0
4366,4.0,3.0,2366.0,5506.0,"Los Angeles, CA 90066",2199000.0
4367,4.0,3.5,2123.0,1982.0,"Los Angeles, CA 90066",1799000.0
4368,4.0,4.0,3944.0,5894.0,"Los Angeles, CA 90007",750000.0
4369,2.0,2.0,976.0,3535.0,"Los Angeles, CA 90011",390000.0
4370,4.0,2.0,1959.0,6752.0,"Los Angeles, CA 90003",650000.0
4371,2.0,3.0,1453.0,123093.0,"Panorama City, CA 91402",399000.0
4372,3.0,1.0,1078.0,4282.0,"Los Angeles, CA 90047",575000.0
4373,8.0,,3744.0,4092.0,"Los Angeles, CA 90029",975000.0
4374,2.0,3.0,1176.0,122219.99999999999,"Chatsworth, CA 91311",505000.0
4375,2.0,1.0,956.0,4021.0,"Los Angeles, CA 90044",515000.0
4376,4.0,2.5,3011.0,7263.0,"Woodland Hills, CA 91364",1249500.0
4377,1.0,1.0,679.0,236146.5,"Tarzana, CA 91356",300000.0
4378,3.0,2.5,2740.0,59364.00000000001,"Los Angeles, CA 90077",1225000.0
4379,2.0,1.5,1088.0,24444.000000000004,"Los Angeles, CA 90049",809000.0
4380,3.0,3.0,2089.0,6739.0,"Los Angeles, CA 90068",2098000.0
4381,2.0,1.0,864.0,6251.0,"Los Angeles, CA 90011",505000.0
4382,3.0,1.5,1465.0,5227.0,"Los Angeles, CA 90037",649000.0
4383,3.0,2.0,1592.0,52816.5,"Sherman Oaks, CA 91423",749000.0
4384,2.0,2.0,1100.0,16150.5,"Sherman Oaks, CA 91403",499000.0
4385,,1.0,475.0,103450.5,"Encino, CA 91316",250000.0
4386,1.0,1.0,695.0,3650.0,"Los Angeles, CA 90068",799000.0
4387,2.0,2.5,1564.0,17896.5,"Sherman Oaks, CA 91423",795500.0
4388,1.0,1.0,1428.0,42777.0,"Los Angeles, CA 90021",999000.0
4389,3.0,2.0,1468.0,5633.0,"Los Angeles, CA 90047",610000.0
4390,2.0,3.0,1843.0,20952.0,"Los Angeles, CA 90024",998000.0
4391,3.0,2.0,1648.0,15277.499999999998,"Granada Hills, CA 91344",999999.0
4392,3.0,2.0,2000.0,10039.5,"Granada Hills, CA 91344",959000.0
4393,4.0,2.5,2138.0,104760.0,"Chatsworth, CA 91311",689900.0
4394,2.0,2.0,1388.0,6839.0,"Los Angeles, CA 90042",699000.0
4395,3.0,2.0,1406.0,7268.0,"Granada Hills, CA 91344",854900.0
4396,3.0,2.0,1380.0,8608.0,"Winnetka, CA 91306",799999.0
4397,3.0,2.0,1512.0,8035.0,"Sylmar, CA 91342",669000.0
4398,2.0,2.0,1351.0,6747.0,"North Hollywood, CA 91601",1175000.0
4399,1.0,1.0,685.0,599751.0,"Los Angeles, CA 90068",469000.0
4400,3.0,4.0,2050.0,23571.0,"Los Angeles, CA 90005",929000.0
4401,3.0,3.0,1590.0,80752.5,"Porter Ranch, CA 91326",725000.0
4402,3.0,2.5,1560.0,39721.5,"Playa Vista, CA 90094",1025000.0
4403,4.0,3.5,1795.0,,"Gardena, CA 90248",805000.0
4404,2.0,1.0,1210.0,6360.0,"Los Angeles, CA 90065",995000.0
4405,3.0,3.0,1436.0,18769.5,"Sherman Oaks, CA 91423",799000.0
4406,2.0,2.5,1677.0,2275.0,,1520000.0
4407,3.0,2.0,1107.0,7472.0,"Sylmar, CA 91342",685000.0
4408,3.0,1.0,1014.0,5670.0,"Panorama City, CA 91402",719000.0
4409,4.0,3.0,2791.0,11349.0,"Los Angeles, CA 90046",2649000.0
4410,2.0,2.0,926.0,44086.5,"Los Angeles, CA 90020",549000.0
4411,4.0,4.0,2016.0,4202.0,"Los Angeles, CA 90037",769000.0
4412,4.0,2.0,2100.0,7811.0,"Sun Valley, CA 91352",849000.0
4413,3.0,3.0,1218.0,360112.5,"Sunland, CA 91040",619900.0
4414,4.0,2.0,1890.0,5415.0,"Lake Balboa, CA 91406",799900.0
4415,2.0,1.0,957.0,6907.0,"Sun Valley, CA 91352",477000.0
4416,3.0,1.0,1045.0,5911.0,"Van Nuys, CA 91406",499000.0
4417,1.0,1.0,735.0,138370.5,"Los Angeles, CA 90012",588000.0
4418,2.0,2.0,1200.0,22698.0,"Los Angeles, CA 90014",1335000.0
4419,4.0,2.5,2490.0,11785.5,"West Hills, CA 91304",1200000.0
4420,4.0,2.0,1562.0,5985.0,"Reseda, CA 91335",775000.0
4421,3.0,2.5,2712.0,3888.0,"Woodland Hills, CA 91364",1099000.0
4422,4.0,3.0,2646.0,17023.5,"Porter Ranch, CA 91326",1249950.0
4423,3.0,3.5,1763.0,1802.0,"Sherman Oaks, CA 91403",1374900.0
4424,4.0,2.5,2650.0,6172.0,"Los Angeles, CA 90027",1899000.0
4425,4.0,3.5,1950.0,1802.0,"Sherman Oaks, CA 91403",1524900.0
4426,4.0,3.0,2920.0,16587.0,"Northridge, CA 91325",1150000.0
4427,2.0,2.0,1309.0,216504.0,"Los Angeles, CA 90042",570000.0
4428,2.0,3.0,1470.0,26626.5,"Los Angeles, CA 90069",1399900.0
4429,2.0,3.0,3320.0,22698.0,"Los Angeles, CA 90014",4500000.0
4430,3.0,1.0,1023.0,8803.0,"Los Angeles, CA 90059",575000.0
4431,2.0,2.0,947.0,,"Sherman Oaks, CA 91411",498000.0
4432,4.0,3.0,2456.0,5245.0,"Los Angeles, CA 90068",1858000.0
4433,4.0,2.0,2068.0,8252.0,"Granada Hills, CA 91344",950000.0
4434,2.0,2.0,1100.0,605862.0,"Los Angeles, CA 90042",549000.0
4435,4.0,2.0,2083.0,9367.0,"Woodland Hills, CA 91364",1699000.0
4436,2.0,1.5,1099.0,14404.5,"Los Angeles, CA 90025",750000.0
4437,1.0,1.5,977.0,99085.5,"Los Angeles, CA 90017",950000.0
4438,4.0,2.0,1310.0,5980.0,"Reseda, CA 91335",679000.0
4439,3.0,2.0,1436.0,9671.0,"West Hills, CA 91307",699000.0
4440,2.0,1.0,956.0,4999.0,"Studio City, CA 91604",849000.0
4441,5.0,3.0,2096.0,5790.0,"Los Angeles, CA 90037",700000.0
4442,2.0,2.0,1495.0,3903.0,"Los Angeles, CA 90039",1495000.0
4443,1.0,1.0,686.0,162814.5,"Playa Del Rey, CA 90293",550000.0
4444,4.0,2.0,1602.0,6253.0,"Sun Valley, CA 91352",799900.0
4445,3.0,2.5,1629.0,11349.0,"West Hollywood, CA 90048",1245000.0
4446,3.0,2.0,1358.0,9388.0,"West Hills, CA 91307",799000.0
4447,3.0,1.0,1006.0,4005.0,"Sunland, CA 91040",700000.0
4448,5.0,6.0,6130.0,16587.0,"Los Angeles, CA 90077",3899999.0
4449,2.0,2.0,1387.0,45396.0,"Los Angeles, CA 90049",869000.0
4450,3.0,2.0,1200.0,252733.5,"Pacific Palisades, CA 90272",1299000.0
4451,3.0,2.0,1392.0,5750.0,"Los Angeles, CA 90025",1750000.0
4452,6.0,3.0,3227.0,4016.0,"Los Angeles, CA 90015",729000.0
4453,4.0,2.0,2296.0,3315.0,"East Los Angeles, CA 90006",850000.0
4454,1.0,1.0,858.0,22698.0,"Los Angeles, CA 90020",510000.0
4455,,1.0,467.0,17896.5,"Los Angeles, CA 90020",345000.0
4456,4.0,2.0,2240.0,2897.0,"Los Angeles, CA 90007",850000.0
4457,2.0,2.0,1415.0,228289.50000000003,"Encino, CA 91316",588850.0
4458,3.0,1.0,1612.0,6075.0,"Los Angeles, CA 90038",1000000.0
4459,5.0,3.0,1525.0,4343.0,"Los Angeles, CA 90059",629995.0
4460,7.0,2.0,2632.0,6351.0,"Los Angeles, CA 90037",975000.0
4461,2.0,2.0,1074.0,323883.0,"Northridge, CA 91325",399000.0
4462,7.0,3.0,2039.0,5607.0,"Los Angeles, CA 90033",899000.0
4463,2.0,2.0,1532.0,5449.0,"Los Angeles, CA 90047",699000.0
4464,3.0,3.0,1794.0,5672.0,"Los Angeles, CA 90047",700000.0
4465,3.0,2.0,1170.0,6033.0,"Reseda, CA 91335",730000.0
4466,3.0,3.0,2101.0,16150.5,"Encino, CA 91436",1750000.0
4467,3.0,3.5,1722.0,1802.0,"Sherman Oaks, CA 91403",1349900.0
4468,4.0,3.0,1979.0,5927.0,"Reseda, CA 91335",814500.0
4469,1.0,1.0,855.0,50197.49999999999,"Los Angeles, CA 90049",649900.0
4470,3.0,2.5,1338.0,80316.0,"West Hills, CA 91307",599999.0
4471,5.0,3.0,1764.0,6502.0,"Los Angeles, CA 90008",899900.0
4472,5.0,4.0,2609.0,10476.0,"Northridge, CA 91325",950000.0
4473,2.0,1.0,1053.0,5529.0,"Los Angeles, CA 90032",799000.0
4474,3.0,2.5,1838.0,6011.0,"Los Angeles, CA 90018",1275000.0
4475,3.0,1.0,1019.0,6556.0,"Pacoima, CA 91331",590000.0
4476,5.0,4.0,1800.0,4583.0,"Los Angeles, CA 90063",890000.0
4477,3.0,2.0,1247.0,7096.0,"Granada Hills, CA 91344",699000.0
4478,2.0,2.5,1013.0,17460.0,"North Hollywood, CA 91601",549000.0
4479,5.0,3.0,3279.0,6849.0,"Baldwin Hills, CA 90008",2699000.0
4480,1.0,1.0,672.0,4087556234.9999995,"Los Angeles, CA 90042",429000.0
4481,3.0,2.0,1296.0,7501.0,"Northridge, CA 91343",659000.0
4482,4.0,5.0,5442.0,14404.5,"Los Angeles, CA 90046",3698000.0
4483,4.0,3.0,1845.0,5500.0,"Los Angeles, CA 90062",1399999.0
4484,3.0,3.0,3120.0,17460.0,"Woodland Hills, CA 91367",1649000.0
4485,2.0,2.0,1420.0,5550.0,"Los Angeles, CA 90019",1299000.0
4486,2.0,1.0,1505.0,7354.0,"Brentwood, CA 90049",2699000.0
4487,4.0,2.5,3288.0,4909.0,"Los Angeles, CA 90066",2395000.0
4488,2.0,2.0,1711.0,18769.5,"Los Angeles, CA 90024",1249000.0
4489,5.0,4.0,1765.0,5253.0,"Eagle Rock, CA 90041",999000.0
4490,3.0,2.0,2242.0,7261.0,"Los Angeles, CA 90066",1875000.0
4491,3.0,3.0,1780.0,10039.5,"Los Angeles, CA 90028",995000.0
4492,9.0,7.0,5227.0,7244.0,"Los Angeles, CA 90048",2495000.0
4493,33.0,17.0,12150.0,13531.5,"Los Angeles, CA 90008",3838250.0
4494,5.0,3.0,1786.0,6943.0,"Los Angeles, CA 90003",629000.0
4495,1.0,1.0,839.0,27499.5,"Los Angeles, CA 90013",489000.0
4496,2.0,2.0,2070.0,6756.0,"Los Angeles, CA 90064",1950000.0
4497,2.0,1.0,859.0,80316.0,"Van Nuys, CA 91405",365000.0
4498,5.0,5.5,6574.0,31864.5,"Beverly Hills, CA 90210",10750000.0
4499,8.0,4.0,2448.0,4660.0,"Los Angeles, CA 90003",890000.0
4500,3.0,3.0,1345.0,6222.0,"Encino, CA 91316",899000.0
4501,4.0,2.0,3329.0,5950.0,"Los Angeles, CA 90035",1459000.0
4502,4.0,3.0,2126.0,39285.0,"Sylmar, CA 91342",599900.0
4503,4.0,2.5,1595.0,111744.0,"San Pedro, CA 90732",715000.0
4504,2.0,2.5,1447.0,71149.5,"San Pedro, CA 90732",539000.0
4505,2.0,3.0,1610.0,1481.0,"Los Angeles, CA 90028",999000.0
4506,2.0,2.0,966.0,5001.0,"San Pedro, CA 90731",700000.0
4507,1.0,1.5,719.0,90355.5,"Los Angeles, CA 90048",679000.0
4508,2.0,1.0,1020.0,6996.0,"Los Angeles, CA 90047",639000.0
4509,3.0,1.0,980.0,7024.0,"Winnetka, CA 91306",699000.0
4510,4.0,3.0,1368.0,2427.0,"Los Angeles, CA 90065",675000.0
4511,2.0,1.0,1002.0,5287.0,"Los Angeles, CA 90042",649000.0
4512,4.0,3.0,3165.0,3596323.5,"Sylmar, CA 91342",899500.0
4513,4.0,4.0,2930.0,4691.0,"Los Angeles, CA 90069",3295000.0
4514,8.0,4.0,4384.0,6129.0,"Los Angeles, CA 90036",2100000.0
4515,4.0,3.5,2026.0,1802.0,"Sherman Oaks, CA 91403",1754900.0
4516,4.0,3.0,3405.0,8930.0,"Porter Ranch, CA 91326",1349999.0
4517,3.0,2.0,1385.0,7693.0,"Sun Valley, CA 91352",719000.0
4518,3.0,2.0,2334.0,7423.0,"Los Angeles, CA 90005",1595000.0
4519,,1.0,526.0,99085.5,"Los Angeles, CA 90017",515000.0
4520,2.0,1.0,950.0,115236.0,"Sylmar, CA 91342",322850.0
4521,4.0,4.5,4775.0,24444.000000000004,"Beverly Hills, CA 90210",5500000.0
4522,4.0,2.0,1420.0,7478.0,"Chatsworth, CA 91311",699900.0
4523,2.0,2.0,1116.0,7697.0,"Los Angeles, CA 90041",899000.0
4524,5.0,6.0,5100.0,5001.0,"Playa Del Rey, CA 90293",4950000.0
4525,3.0,3.5,1722.0,9161.0,"Los Angeles, CA 90049",2450000.0
4526,2.0,2.0,1568.0,44523.0,"Los Angeles, CA 90015",950000.0
4527,4.0,3.5,2901.0,17460.0,"Woodland Hills, CA 91367",1199000.0
4528,2.0,2.0,1432.0,12222.000000000002,"Encino, CA 91436",2153000.0
4529,4.0,3.0,2986.0,4860.0,"San Pedro, CA 90732",1399990.0
4530,3.0,4.0,3143.0,33174.0,"Los Angeles, CA 90024",2295000.0
4531,4.0,3.0,1913.0,6404.0,"Encino, CA 91316",1259000.0
4532,3.0,3.0,2554.0,8751.0,"Valley Village, CA 91607",1701500.0
4533,4.0,2.0,1740.0,16150.5,"Valley Village, CA 91607",919919.0
4534,5.0,4.0,3048.0,6255.0,"Los Angeles, CA 90066",3099000.0
4535,11.0,9.0,6300.0,7510.0,"Los Angeles, CA 90020",2500000.0
4536,6.0,4.0,2448.0,5536.0,"Los Angeles, CA 90003",695000.0
4537,3.0,2.0,959.0,4040.0,"Los Angeles, CA 90047",655000.0
4538,2.0,2.5,1203.0,192060.00000000003,"Tarzana, CA 91356",655000.0
4539,3.0,1.0,1512.0,5567.0,"Los Angeles, CA 90047",659000.0
4540,7.0,5.0,7106.0,94284.0,"Los Angeles, CA 90077",28000000.0
4541,2.0,2.5,1203.0,192060.00000000003,"Tarzana, CA 91356",580000.0
4542,2.0,1.0,2212.0,6125.0,"Los Angeles, CA 90011",739000.0
4543,6.0,3.0,2006.0,6122.0,"Pacoima, CA 91331",800000.0
4544,2.0,2.0,1204.0,787009.5,"Granada Hills, CA 91344",525000.0
4545,8.0,4.0,5226.0,6525.0,"Los Angeles, CA 90018",1490000.0
4546,3.0,3.0,1850.0,5696.0,"Los Angeles, CA 90031",1199000.0
4547,4.0,4.0,3048.0,7157.0,"Los Angeles, CA 90036",2529000.0
4548,1.0,1.0,569.0,24880.499999999996,"Los Angeles, CA 90048",449000.0
4549,3.0,2.0,1687.0,8400.0,"Los Angeles, CA 90047",750000.0
4550,2.0,2.0,1278.0,16150.5,"Los Angeles, CA 90024",825000.0
4551,5.0,7.0,6558.0,19642.5,"Encino, CA 91316",3599000.0
4552,3.0,1.0,977.0,7554.0,"Sun Valley, CA 91352",525000.0
4553,2.0,2.0,1190.0,11785.5,"Pacific Palisades, CA 90272",750000.0
4554,,,3360.0,5670.0,"Los Angeles, CA 90044",850000.0
4555,4.0,3.0,3100.0,9008.0,"Los Angeles, CA 90046",4950000.0
4556,6.0,4.0,2334.0,5229.0,"County Los Angeles, CA 90062",1018000.0
4557,3.0,1.0,1004.0,5000.0,"Torrance, CA 90501",619000.0
4558,3.0,2.0,1235.0,6400.0,,700000.0
4559,4.0,2.0,2074.0,7505.0,"Los Angeles, CA 90057",1595000.0
4560,3.0,3.5,1765.0,1551.0,"Toluca Lake, CA 91602",995000.0
4561,3.0,2.0,1252.0,9742.0,"North Hollywood, CA 91606",1495000.0
4562,4.0,2.0,1356.0,7004.0,"Los Angeles, CA 90065",789000.0
4563,4.0,2.5,2246.0,11785.5,"Northridge, CA 91324",1199000.0
4564,3.0,2.5,2577.0,2400.0,"Venice, CA 90291",4750000.0
4565,3.0,2.0,1855.0,7513.0,"Woodland Hills, CA 91367",899000.0
4566,4.0,3.0,1933.0,,"Los Angeles, CA 90049",1185000.0
4567,5.0,3.5,2500.0,7087.0,"Los Angeles, CA 90039",1999800.0
4568,3.0,2.5,1564.0,3222.0,"Canoga Park, CA 91304",815000.0
4569,4.0,3.0,2313.0,4933.0,"Woodland Hills, CA 91364",1025000.0
4570,3.0,1.5,1164.0,4490.0,"Tujunga, CA 91042",749999.0
4571,11.0,10.0,5624.0,4386.0,"Los Angeles, CA 90026",2450000.0
4572,4.0,3.5,3279.0,7675.0,"Sherman Oaks, CA 91423",1975000.0
4573,4.0,3.5,3701.0,15714.0,"Encino, CA 91436",3495000.0
4574,20.0,20.0,11240.0,10476.0,"Los Angeles, CA 90027",6750000.0
4575,4.0,3.0,2423.0,7421.0,"Sherman Oaks, CA 91401",1299000.0
4576,4.0,2.0,1570.0,7001.0,"San Pedro, CA 90731",947380.0
4577,4.0,2.0,1876.0,5631.0,"West Los Angeles, CA 90066",1877700.0
4578,3.0,2.0,1248.0,,"Northridge, CA 91324",218000.0
4579,1.0,1.0,,,"Sunland, CA 91040",65000.0
4580,1.0,1.0,870.0,,"Los Angeles, CA 90017",818000.0
4581,7.0,12.5,11901.0,45396.0,"Los Angeles, CA 90077",12900000.0
4582,6.0,7.0,7336.0,13968.0,"Pacific Palisades, CA 90272",15000000.0
4583,4.0,3.0,1989.0,,"Los Angeles, CA 90043",945000.0
4584,3.0,2.0,1030.0,234837.0,"Tarzana, CA 91356",417500.0
4585,3.0,3.0,1719.0,4388.0,"Los Angeles, CA 90002",575000.0
4586,2.0,2.0,961.0,393723.0,"Woodland Hills, CA 91367",500000.0
4587,1.0,2.0,1390.0,13095.0,"Los Angeles, CA 90028",910000.0
4588,4.0,4.5,5635.0,6181.0,"Beverly Hills, CA 90210",3795000.0
4589,6.0,7.0,2230.0,5907.0,"Los Angeles, CA 90006",1470000.0
4590,,,3406.0,6032.0,"Sherman Oaks, CA 91423",1850000.0
4591,2.0,3.0,1511.0,6127.0,"North Hollywood, CA 91601",675000.0
4592,5.0,6.5,12500.0,68094.0,"Beverly Hills Post Office, CA 90210",29995000.0
4593,1.0,1.0,840.0,21825.0,"Los Angeles, CA 90015",769000.0
4594,3.0,3.0,1458.0,8401.0,"Granada Hills, CA 91344",749950.0
4595,2.0,1.0,903.0,246622.50000000003,"North Hollywood, CA 91606",460000.0
4596,3.0,2.0,1080.0,13531.5,"Los Angeles, CA 90006",559000.0
4597,3.0,2.0,1929.0,16587.0,"Winnetka, CA 91306",829900.0
4598,4.0,2.0,1639.0,6634.0,"Reseda, CA 91335",759000.0
4599,4.0,5.0,4097.0,45396.0,"Sherman Oaks, CA 91403",5499000.0
4600,4.0,3.0,2670.0,5096.0,"Reseda, CA 91335",899000.0
4601,3.0,3.0,2861.0,11349.0,"Porter Ranch, CA 91326",1100000.0
4602,3.0,1.0,1211.0,5620.0,"Los Angeles, CA 90032",650000.0
4603,5.0,3.0,2876.0,7999.0,"San Pedro, CA 90732",1149000.0
4604,4.0,3.0,3439.0,27063.0,"Encino, CA 91436",2650000.0
4605,5.0,4.0,2006.0,5089.0,"Los Angeles, CA 90002",674999.0
4606,2.0,1.0,1344.0,6152.0,"Los Angeles, CA 90004",879000.0
4607,3.0,2.5,1792.0,5542.0,"Harbor City, CA 90710",689000.0
4608,3.0,1.0,1125.0,4404.0,"Los Angeles, CA 90066",1249000.0
4609,3.0,2.0,1379.0,6747.0,"Toluca Lake, CA 91601",1099000.0
4610,2.0,2.0,1030.0,31428.0,"Los Angeles, CA 90020",735000.0
